,Customer_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Product_ID,Quantity
2427,MP-17965,CA-2017-125388,2017-10-19,2017-10-23,Standard Class,OFF-ST-10000918,3
2428,JS-16030,CA-2017-125990,2017-10-19,2017-10-23,Standard Class,OFF-BI-10004826,3
2459,CA-12265,CA-2017-106432,2017-10-19,2017-10-24,Standard Class,OFF-BI-10002799,2
2460,CA-12265,CA-2017-106432,2017-10-19,2017-10-24,Standard Class,FUR-BO-10004360,3
2461,AH-10075,CA-2017-125451,2017-10-23,2017-10-24,First Class,FUR-TA-10004915,3
2462,AH-10075,CA-2017-125451,2017-10-23,2017-10-24,First Class,FUR-FU-10004963,4
2463,AH-10075,CA-2017-125451,2017-10-23,2017-10-24,First Class,OFF-AP-10002906,1
2464,AH-10075,CA-2017-125451,2017-10-23,2017-10-24,First Class,FUR-FU-10000277,2
2465,AH-10075,CA-2017-125451,2017-10-23,2017-10-24,First Class,OFF-PA-10003724,8
2466,AH-10075,CA-2017-125451,2017-10-23,2017-10-24,First Class,FUR-TA-10001039,4
2467,TA-21385,CA-2017-127180,2017-10-22,2017-10-24,First Class,OFF-EN-10002500,5
2468,TA-21385,CA-2017-127180,2017-10-22,2017-10-24,First Class,TEC-PH-10001494,8
2469,TA-21385,CA-2017-127180,2017-10-22,2017-10-24,First Class,TEC-PH-10003800,1
2470,TA-21385,CA-2017-127180,2017-10-22,2017-10-24,First Class,TEC-CO-10004722,4
2471,HA-14905,CA-2017-130141,2017-10-22,2017-10-24,Second Class,FUR-CH-10000749,4
2472,HA-14905,CA-2017-130141,2017-10-22,2017-10-24,Second Class,OFF-BI-10000831,4
2473,HH-15010,CA-2017-131492,2017-10-19,2017-10-24,Second Class,FUR-TA-10003837,2
2474,HH-15010,CA-2017-131492,2017-10-19,2017-10-24,Second Class,OFF-EN-10002973,2
2475,HH-15010,CA-2017-131492,2017-10-19,2017-10-24,Second Class,FUR-FU-10003878,2
2476,HH-15010,CA-2017-131492,2017-10-19,2017-10-24,Second Class,OFF-LA-10001641,10
2477,EB-13705,CA-2017-147277,2017-10-20,2017-10-24,Standard Class,FUR-TA-10001539,2
2478,EB-13705,CA-2017-147277,2017-10-20,2017-10-24,Standard Class,OFF-ST-10000142,2
2479,MD-17860,CA-2017-154410,2017-10-21,2017-10-24,First Class,OFF-ST-10002743,8
2514,BD-11770,CA-2017-115105,2017-02-06,2017-02-11,Standard Class,FUR-BO-10001811,1
2515,SP-20920,CA-2017-100356,2017-10-21,2017-10-25,Standard Class,OFF-AP-10002191,2
2516,FC-14245,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,OFF-AP-10000938,2
2517,FC-14245,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,OFF-PA-10002195,1
2518,FC-14245,CA-2017-117422,2017-10-21,2017-10-25,Standard Class,OFF-BI-10002799,4
2519,HM-14860,CA-2017-125199,2017-10-19,2017-10-25,Standard Class,OFF-PA-10004041,4
2520,HM-14860,CA-2017-125199,2017-10-19,2017-10-25,Standard Class,OFF-AR-10002956,7
2521,HM-14860,CA-2017-125199,2017-10-19,2017-10-25,Standard Class,TEC-PH-10001336,4
2522,MY-18295,US-2017-115252,2017-10-20,2017-10-25,Standard Class,OFF-PA-10001667,3
2523,MY-18295,US-2017-115252,2017-10-20,2017-10-25,Standard Class,TEC-PH-10004071,2
2544,SP-20545,US-2017-101840,2017-02-06,2017-02-12,Standard Class,TEC-PH-10002538,6
2545,SP-20545,US-2017-101840,2017-02-06,2017-02-12,Standard Class,OFF-BI-10000279,4
2546,PH-18790,CA-2017-113558,2017-10-21,2017-10-26,Standard Class,FUR-CH-10003379,3
2547,PH-18790,CA-2017-113558,2017-10-21,2017-10-26,Standard Class,FUR-FU-10001756,3
2548,PO-18850,CA-2017-141705,2017-10-24,2017-10-26,First Class,FUR-TA-10004607,5
2549,NK-18490,CA-2017-148166,2017-10-21,2017-10-26,Standard Class,OFF-AR-10004956,4
2550,MA-17560,CA-2017-158722,2017-10-20,2017-10-26,Standard Class,OFF-PA-10000176,3
2551,RD-19480,CA-2017-159457,2017-10-19,2017-10-26,Standard Class,TEC-PH-10002185,3
2552,PS-18970,US-2017-111920,2017-10-22,2017-10-26,Standard Class,OFF-AR-10003179,4
2553,TH-21550,US-2017-120390,2017-10-19,2017-10-26,Standard Class,OFF-BI-10004995,4
2571,MN-17935,CA-2017-123659,2017-02-10,2017-02-13,First Class,OFF-PA-10002464,4
2572,CS-11845,CA-2017-131828,2017-02-11,2017-02-13,Second Class,FUR-CH-10004495,4
2573,CS-11845,CA-2017-131828,2017-02-11,2017-02-13,Second Class,TEC-PH-10002923,3
2574,SB-20170,CA-2017-145807,2017-02-09,2017-02-13,Standard Class,OFF-ST-10001370,5
2575,SN-20560,CA-2017-154102,2017-02-06,2017-02-13,Standard Class,OFF-PA-10001593,5
2576,DW-13195,CA-2017-101581,2017-10-22,2017-10-27,Standard Class,FUR-TA-10002607,5
2577,JR-15700,CA-2017-117079,2017-10-23,2017-10-27,Standard Class,TEC-PH-10004586,3
2578,JB-15400,CA-2017-142125,2017-10-21,2017-10-27,Standard Class,OFF-BI-10000301,6
2579,JB-15400,CA-2017-142125,2017-10-21,2017-10-27,Standard Class,OFF-BI-10003460,5
2580,IG-15085,CA-2017-158743,2017-10-20,2017-10-27,Standard Class,OFF-AR-10002257,4
2581,IG-15085,CA-2017-158743,2017-10-20,2017-10-27,Standard Class,OFF-BI-10003364,5
2582,IG-15085,CA-2017-158743,2017-10-20,2017-10-27,Standard Class,OFF-PA-10001019,2
2617,VW-21775,CA-2017-116204,2017-02-11,2017-02-14,Second Class,OFF-BI-10001759,7
2618,TP-21415,CA-2017-118773,2017-02-09,2017-02-14,Standard Class,FUR-FU-10000550,2
2619,TP-21415,CA-2017-118773,2017-02-09,2017-02-14,Standard Class,OFF-AP-10000055,2
2620,TP-21415,CA-2017-118773,2017-02-09,2017-02-14,Standard Class,TEC-AC-10002402,2
2621,TP-21415,CA-2017-118773,2017-02-09,2017-02-14,Standard Class,OFF-BI-10004584,4
2622,MP-18175,CA-2017-124086,2017-02-10,2017-02-14,Standard Class,FUR-BO-10004015,2
2623,MM-17260,CA-2017-138156,2017-02-11,2017-02-14,First Class,FUR-FU-10003601,2
2624,ML-17395,CA-2017-150602,2017-02-09,2017-02-14,Second Class,FUR-FU-10003142,4
2625,RB-19330,CA-2017-106068,2017-10-23,2017-10-28,Standard Class,OFF-ST-10002344,4
2626,RB-19330,CA-2017-106068,2017-10-23,2017-10-28,Standard Class,OFF-BI-10000962,3
2627,RB-19330,CA-2017-106068,2017-10-23,2017-10-28,Standard Class,OFF-ST-10004507,1
2628,RB-19330,CA-2017-106068,2017-10-23,2017-10-28,Standard Class,TEC-AC-10002942,1
2629,CM-12160,CA-2017-113453,2017-10-21,2017-10-28,Standard Class,OFF-ST-10000352,3
2630,CM-12160,CA-2017-113453,2017-10-21,2017-10-28,Standard Class,TEC-PH-10004165,2
2631,JO-15145,CA-2017-130764,2017-10-27,2017-10-28,First Class,TEC-PH-10003215,4
2632,JO-15145,CA-2017-130764,2017-10-27,2017-10-28,First Class,FUR-BO-10003034,5
2633,ML-17395,CA-2017-156363,2017-10-22,2017-10-28,Standard Class,TEC-PH-10003988,5
2634,ML-17395,CA-2017-156363,2017-10-22,2017-10-28,Standard Class,OFF-EN-10003068,4
2635,DM-13015,US-2017-105389,2017-10-23,2017-10-28,Second Class,OFF-AR-10000634,3
2636,DM-13015,US-2017-105389,2017-10-23,2017-10-28,Second Class,OFF-BI-10004364,3
2637,DM-13015,US-2017-105389,2017-10-23,2017-10-28,Second Class,TEC-PH-10002824,5
2638,ND-18370,US-2017-117331,2017-10-21,2017-10-28,Standard Class,OFF-BI-10003984,1
2675,DJ-13510,US-2017-118535,2017-02-11,2017-02-15,Standard Class,OFF-LA-10001297,2
2676,JC-16105,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,OFF-PA-10002479,5
2677,JC-16105,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,OFF-PA-10003739,2
2678,JC-16105,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,TEC-PH-10001552,3
2679,JC-16105,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,FUR-FU-10000771,11
2680,JM-15655,CA-2017-151225,2017-10-27,2017-10-29,First Class,FUR-TA-10001539,1
2681,JM-15655,CA-2017-151225,2017-10-27,2017-10-29,First Class,TEC-PH-10004100,5
2717,MA-17560,CA-2017-110373,2017-10-27,2017-10-30,Second Class,OFF-AR-10003045,3
2718,MA-17560,CA-2017-110373,2017-10-27,2017-10-30,Second Class,TEC-PH-10001536,2
2719,SC-20440,CA-2017-115119,2017-10-26,2017-10-30,Standard Class,OFF-BI-10003007,7
2720,SC-20440,CA-2017-115119,2017-10-26,2017-10-30,Standard Class,TEC-PH-10001433,1
2721,JM-15250,CA-2017-139353,2017-10-28,2017-10-30,Second Class,OFF-ST-10001522,2
2722,JM-15250,CA-2017-139353,2017-10-28,2017-10-30,Second Class,FUR-FU-10001876,3
2723,JM-15250,CA-2017-139353,2017-10-28,2017-10-30,Second Class,OFF-PA-10000300,3
2724,CS-11950,CA-2017-144365,2017-10-24,2017-10-30,Standard Class,OFF-FA-10000735,4
2725,RA-19945,CA-2017-152583,2017-10-30,2017-10-30,Same Day,OFF-ST-10002214,6
2726,RA-19945,CA-2017-152583,2017-10-30,2017-10-30,Same Day,FUR-FU-10003849,2
2727,RA-19945,CA-2017-152583,2017-10-30,2017-10-30,Same Day,FUR-TA-10002041,2
2756,JP-15460,CA-2017-104906,2017-02-13,2017-02-17,Standard Class,OFF-PA-10001184,3
2757,MH-17455,CA-2017-154809,2017-02-13,2017-02-17,Standard Class,OFF-AP-10004785,8
2758,BF-11215,CA-2017-102729,2017-10-26,2017-10-31,Standard Class,OFF-ST-10000464,2
2759,GB-14530,CA-2017-160983,2017-10-29,2017-10-31,Second Class,OFF-PA-10002250,8
2760,JF-15190,US-2017-110646,2017-10-26,2017-10-31,Standard Class,OFF-BI-10004330,3
2761,JF-15190,US-2017-110646,2017-10-26,2017-10-31,Standard Class,TEC-PH-10002807,5
2762,JF-15190,US-2017-110646,2017-10-26,2017-10-31,Standard Class,OFF-LA-10001404,5
2782,KH-16510,CA-2017-111262,2017-10-28,2017-11-01,Second Class,OFF-PA-10001937,3
2783,KH-16510,CA-2017-111262,2017-10-28,2017-11-01,Second Class,TEC-AC-10002167,2
2784,KH-16510,CA-2017-111262,2017-10-28,2017-11-01,Second Class,TEC-AC-10004510,2
2785,TW-21025,CA-2017-134880,2017-10-27,2017-11-01,Standard Class,OFF-PA-10004039,1
2786,RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,FUR-CH-10000553,1
2787,RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,OFF-LA-10001982,8
2788,RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,OFF-SU-10002573,2
2789,RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,OFF-ST-10004963,7
2790,SA-20830,CA-2017-160661,2017-10-28,2017-11-01,Standard Class,OFF-LA-10002475,3
2791,OT-18730,CA-2017-162173,2017-10-26,2017-11-01,Standard Class,OFF-EN-10002831,7
2792,OT-18730,CA-2017-162173,2017-10-26,2017-11-01,Standard Class,FUR-TA-10001520,5
2827,FH-14350,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FUR-FU-10004017,1
2828,FH-14350,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,OFF-AR-10001547,3
2829,FH-14350,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,TEC-AC-10001838,4
2830,CR-12820,CA-2017-159149,2017-02-17,2017-02-19,First Class,OFF-AR-10000937,6
2831,CR-12820,CA-2017-159149,2017-02-17,2017-02-19,First Class,TEC-PH-10000038,4
2832,CR-12820,CA-2017-159149,2017-02-17,2017-02-19,First Class,FUR-BO-10001601,1
2833,NB-18655,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,OFF-PA-10001685,7
2834,NB-18655,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,OFF-AR-10001662,3
2835,NB-18655,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,OFF-BI-10001097,3
2836,LO-17170,CA-2017-118367,2017-10-28,2017-11-02,Second Class,OFF-EN-10004386,2
2837,JK-15625,CA-2017-142622,2017-10-30,2017-11-02,First Class,FUR-BO-10004467,2
2838,JK-15625,CA-2017-142622,2017-10-30,2017-11-02,First Class,FUR-CH-10004289,8
2839,JK-15625,CA-2017-142622,2017-10-30,2017-11-02,First Class,FUR-CH-10003833,2
2840,PG-18895,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,OFF-LA-10000134,2
2841,PG-18895,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,TEC-AC-10001998,1
2871,CK-12325,CA-2017-109085,2017-02-17,2017-02-20,First Class,OFF-BI-10001525,5
2872,CK-12325,CA-2017-109085,2017-02-17,2017-02-20,First Class,FUR-CH-10003981,5
2873,CK-12325,CA-2017-109085,2017-02-17,2017-02-20,First Class,TEC-PH-10000526,1
2874,CK-12325,CA-2017-109085,2017-02-17,2017-02-20,First Class,FUR-TA-10001086,5
2875,CK-12325,CA-2017-109085,2017-02-17,2017-02-20,First Class,FUR-FU-10004973,2
2876,LF-17185,CA-2017-118521,2017-02-16,2017-02-20,Standard Class,OFF-PA-10003465,2
2877,ED-13885,CA-2017-134838,2017-02-19,2017-02-20,First Class,FUR-FU-10004018,3
2878,ED-13885,CA-2017-134838,2017-02-19,2017-02-20,First Class,OFF-AR-10000634,3
2879,SV-20785,CA-2017-151176,2017-02-13,2017-02-20,Standard Class,OFF-SU-10001165,3
2880,SV-20785,CA-2017-151176,2017-02-13,2017-02-20,Standard Class,OFF-AR-10000614,3
2881,SF-20200,CA-2017-123967,2017-11-01,2017-11-03,Second Class,FUR-TA-10003954,9
2882,SF-20200,CA-2017-123967,2017-11-01,2017-11-03,Second Class,OFF-BI-10001308,5
2883,SH-19975,CA-2017-127922,2017-10-27,2017-11-03,Standard Class,OFF-PA-10001204,2
2884,SH-19975,CA-2017-127922,2017-10-27,2017-11-03,Standard Class,OFF-EN-10003068,2
2885,JW-15220,CA-2017-139661,2017-10-30,2017-11-03,Standard Class,FUR-FU-10002885,2
2886,MC-18100,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,TEC-AC-10001142,7
2887,MC-18100,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,FUR-FU-10004415,2
2888,MC-18100,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,OFF-PA-10004355,4
2889,MC-18100,CA-2017-152807,2017-10-30,2017-11-03,Standard Class,OFF-ST-10002486,2
2908,NG-18355,CA-2017-120019,2017-02-16,2017-02-21,Standard Class,OFF-ST-10001932,3
2909,NG-18355,CA-2017-120019,2017-02-16,2017-02-21,Standard Class,TEC-PH-10000923,1
2910,NH-18610,CA-2017-122693,2017-02-19,2017-02-21,Second Class,OFF-AP-10002518,7
2911,JS-16030,CA-2017-163265,2017-02-16,2017-02-21,Standard Class,OFF-ST-10000642,3
2912,JS-16030,CA-2017-163265,2017-02-16,2017-02-21,Standard Class,FUR-CH-10004063,3
2913,JS-16030,CA-2017-163265,2017-02-16,2017-02-21,Standard Class,OFF-AR-10004078,6
2914,JS-16030,CA-2017-163265,2017-02-16,2017-02-21,Standard Class,OFF-FA-10004854,2
2915,JS-16030,CA-2017-163265,2017-02-16,2017-02-21,Standard Class,FUR-FU-10004270,1
2916,CV-12805,CA-2017-164707,2017-02-18,2017-02-21,Second Class,OFF-LA-10004345,2
2917,CV-12805,CA-2017-164707,2017-02-18,2017-02-21,Second Class,TEC-PH-10001924,3
2918,CV-12805,CA-2017-164707,2017-02-18,2017-02-21,Second Class,TEC-AC-10004864,3
2919,LL-16840,US-2017-163195,2017-02-17,2017-02-21,Second Class,TEC-PH-10003875,3
2920,SF-20065,CA-2017-104136,2017-11-01,2017-11-04,Second Class,OFF-PA-10001033,1
2921,SF-20065,CA-2017-104136,2017-11-01,2017-11-04,Second Class,OFF-PA-10004243,10
2922,FM-14290,CA-2017-121160,2017-11-04,2017-11-04,Same Day,OFF-ST-10002485,3
2923,FM-14290,CA-2017-121160,2017-11-04,2017-11-04,Same Day,OFF-BI-10003094,2
2924,FM-14290,CA-2017-121160,2017-11-04,2017-11-04,Same Day,OFF-BI-10004040,4
2925,FM-14290,CA-2017-121160,2017-11-04,2017-11-04,Same Day,OFF-BI-10001308,6
2926,AH-10120,CA-2017-131632,2017-10-31,2017-11-04,Standard Class,OFF-AR-10003651,2
2927,NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,OFF-BI-10003718,6
2928,NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,OFF-AR-10003469,5
2929,NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,OFF-FA-10004838,3
2930,NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,OFF-EN-10001335,7
2931,NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,FUR-FU-10002508,3
2932,NL-18310,US-2017-163790,2017-11-02,2017-11-04,Second Class,OFF-ST-10001511,7
2933,GT-14635,US-2017-168116,2017-11-04,2017-11-04,Same Day,TEC-MA-10004125,4
2934,GT-14635,US-2017-168116,2017-11-04,2017-11-04,Same Day,OFF-AP-10002457,2
2964,JK-16120,CA-2017-154039,2017-02-17,2017-02-22,Standard Class,TEC-PH-10002789,1
2965,JK-16120,CA-2017-154039,2017-02-17,2017-02-22,Standard Class,FUR-TA-10001932,3
2966,PJ-18835,CA-2017-103009,2017-11-03,2017-11-05,Second Class,OFF-PA-10001215,5
2967,CY-12745,CA-2017-117114,2017-10-31,2017-11-05,Standard Class,OFF-EN-10001137,3
2968,CY-12745,CA-2017-117114,2017-10-31,2017-11-05,Standard Class,TEC-PH-10004042,4
2969,JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,TEC-PH-10003505,2
2970,JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,OFF-AP-10002684,14
2971,JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,OFF-LA-10003077,6
2972,JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,OFF-PA-10003424,2
2973,JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,OFF-AR-10003514,5
2974,JK-15205,CA-2017-123491,2017-10-30,2017-11-05,Standard Class,FUR-CH-10003061,1
2975,TB-21175,CA-2017-143567,2017-11-02,2017-11-05,Second Class,OFF-EN-10004846,2
2976,TB-21175,CA-2017-143567,2017-11-02,2017-11-05,Second Class,OFF-ST-10001580,4
2977,TB-21175,CA-2017-143567,2017-11-02,2017-11-05,Second Class,FUR-CH-10000454,4
2978,TB-21175,CA-2017-143567,2017-11-02,2017-11-05,Second Class,TEC-AC-10004145,9
2979,KL-16555,CA-2017-147760,2017-11-04,2017-11-05,First Class,FUR-TA-10004575,3
2980,KL-16555,CA-2017-147760,2017-11-04,2017-11-05,First Class,TEC-PH-10002483,5
2981,DJ-13510,CA-2017-153339,2017-11-03,2017-11-05,Second Class,FUR-FU-10001967,1
2982,NP-18670,CA-2017-167227,2017-11-02,2017-11-05,First Class,OFF-AP-10001962,10
2983,NP-18670,CA-2017-167227,2017-11-02,2017-11-05,First Class,OFF-PA-10001838,2
2984,CR-12580,US-2017-105998,2017-11-03,2017-11-05,First Class,TEC-AC-10004469,5
2985,CR-12580,US-2017-105998,2017-11-03,2017-11-05,First Class,FUR-TA-10001095,12
2986,EJ-14155,US-2017-110989,2017-11-03,2017-11-05,Second Class,TEC-AC-10002345,3
2987,GG-14650,US-2017-145597,2017-11-02,2017-11-05,First Class,OFF-AR-10001958,4
3015,HW-14935,CA-2017-105809,2017-02-20,2017-02-23,First Class,TEC-PH-10001580,2
3016,HW-14935,CA-2017-105809,2017-02-20,2017-02-23,First Class,FUR-FU-10004090,1
3017,GH-14410,CA-2017-132647,2017-02-17,2017-02-23,Standard Class,OFF-PA-10001838,2
3018,GH-14410,CA-2017-132647,2017-02-17,2017-02-23,Standard Class,OFF-ST-10003123,5
3019,ME-17725,CA-2017-166415,2017-02-19,2017-02-23,Standard Class,OFF-FA-10004968,3
3020,KM-16225,CA-2017-116358,2017-11-02,2017-11-06,Standard Class,OFF-AR-10004685,6
3021,KM-16225,CA-2017-116358,2017-11-02,2017-11-06,Standard Class,OFF-FA-10003495,3
3022,MM-18055,CA-2017-127285,2017-10-30,2017-11-06,Standard Class,OFF-BI-10004330,3
3023,MM-18055,CA-2017-127285,2017-10-30,2017-11-06,Standard Class,OFF-BI-10002072,2
3024,TH-21115,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,FUR-FU-10001847,1
3025,TH-21115,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,OFF-EN-10003845,3
3026,TH-21115,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,TEC-PH-10001817,4
3027,TH-21115,CA-2017-127782,2017-11-02,2017-11-06,Standard Class,OFF-AP-10001962,3
3028,JM-16195,CA-2017-130834,2017-11-03,2017-11-06,Second Class,OFF-PA-10003673,3
3029,AR-10825,CA-2017-141425,2017-11-02,2017-11-06,Second Class,OFF-SU-10000646,2
3030,KH-16630,CA-2017-164049,2017-11-02,2017-11-06,Standard Class,OFF-PA-10000791,5
3031,BG-11035,CA-2017-169005,2017-11-02,2017-11-06,Standard Class,OFF-AR-10000246,2
3032,RA-19885,US-2017-111745,2017-11-05,2017-11-06,First Class,TEC-AC-10003911,1
3033,FM-14290,US-2017-153948,2017-11-06,2017-11-06,Same Day,OFF-PA-10002764,4
3034,FM-14290,US-2017-153948,2017-11-06,2017-11-06,Same Day,OFF-PA-10000143,5
3035,FM-14290,US-2017-153948,2017-11-06,2017-11-06,Same Day,TEC-AC-10003441,1
3036,FM-14290,US-2017-153948,2017-11-06,2017-11-06,Same Day,OFF-PA-10000157,3
3037,FM-14290,US-2017-153948,2017-11-06,2017-11-06,Same Day,OFF-LA-10000414,4
3050,DK-13090,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,TEC-CO-10003236,2
3051,DK-13090,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,OFF-BI-10002982,2
3052,DK-13090,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,OFF-PA-10002947,2
3053,DK-13090,CA-2017-100622,2017-11-03,2017-11-07,Standard Class,OFF-AR-10004010,2
3054,AB-10060,CA-2017-118213,2017-11-05,2017-11-07,First Class,OFF-PA-10000565,3
3055,AB-10060,CA-2017-118213,2017-11-05,2017-11-07,First Class,OFF-PA-10003673,10
3056,AB-10060,CA-2017-118213,2017-11-05,2017-11-07,First Class,OFF-PA-10002615,1
3057,SR-20425,CA-2017-120061,2017-11-02,2017-11-07,Second Class,FUR-CH-10001973,2
3058,JC-16105,CA-2017-126046,2017-11-03,2017-11-07,Standard Class,OFF-LA-10004484,3
3059,KC-16675,CA-2017-142636,2017-11-03,2017-11-07,Standard Class,OFF-PA-10000157,7
3060,KC-16675,CA-2017-142636,2017-11-03,2017-11-07,Standard Class,FUR-CH-10001891,4
3061,AH-10195,CA-2017-154732,2017-11-05,2017-11-07,First Class,OFF-BI-10000474,5
3062,EC-14050,CA-2017-163188,2017-11-07,2017-11-07,Same Day,OFF-BI-10000756,9
3063,JB-16000,CA-2017-168179,2017-11-02,2017-11-07,Standard Class,OFF-PA-10001800,3
3064,CS-12505,US-2017-115609,2017-11-02,2017-11-07,Standard Class,OFF-AP-10003040,5
3065,JO-15145,US-2017-168802,2017-11-03,2017-11-07,Standard Class,OFF-BI-10002393,4
3082,BP-11095,CA-2017-105445,2017-02-20,2017-02-25,Second Class,OFF-FA-10001229,3
3083,JP-16135,CA-2017-150525,2017-02-20,2017-02-25,Standard Class,OFF-AP-10000595,3
3084,JP-16135,CA-2017-150525,2017-02-20,2017-02-25,Standard Class,OFF-AR-10002375,2
3085,CA-12265,CA-2017-102610,2017-11-04,2017-11-08,Standard Class,TEC-AC-10000303,3
3086,CA-12265,CA-2017-102610,2017-11-04,2017-11-08,Standard Class,OFF-LA-10002195,2
3087,CA-12265,CA-2017-102610,2017-11-04,2017-11-08,Standard Class,TEC-PH-10000127,9
3088,CA-12265,CA-2017-102610,2017-11-04,2017-11-08,Standard Class,OFF-BI-10004364,2
3089,DM-13015,CA-2017-110429,2017-11-03,2017-11-08,Standard Class,OFF-BI-10000216,3
3090,DL-13330,CA-2017-143329,2017-11-03,2017-11-08,Standard Class,FUR-FU-10000629,3
3091,PG-18895,CA-2017-148320,2017-11-03,2017-11-08,Standard Class,OFF-PA-10003022,6
3092,KM-16375,CA-2017-159135,2017-11-04,2017-11-08,Standard Class,OFF-AR-10000657,2
3093,BF-11275,CA-2017-161130,2017-11-03,2017-11-08,Standard Class,TEC-PH-10002549,2
3094,PB-19105,US-2017-101518,2017-11-03,2017-11-08,Standard Class,TEC-AC-10001553,3
3125,DK-13090,CA-2017-124940,2017-02-21,2017-02-26,Standard Class,TEC-AC-10002076,1
3126,KN-16390,CA-2017-113460,2017-11-07,2017-11-09,Second Class,FUR-CH-10000422,3
3127,SV-20935,CA-2017-116225,2017-11-05,2017-11-09,Standard Class,TEC-AC-10001432,5
3128,DL-12925,CA-2017-121615,2017-11-03,2017-11-09,Standard Class,OFF-PA-10000327,2
3129,DL-12925,CA-2017-121615,2017-11-03,2017-11-09,Standard Class,OFF-ST-10001325,5
3130,DL-12925,CA-2017-121615,2017-11-03,2017-11-09,Standard Class,OFF-LA-10001771,3
3131,BG-11740,CA-2017-135419,2017-11-03,2017-11-09,Standard Class,FUR-TA-10001086,4
3132,AA-10645,CA-2017-157196,2017-11-05,2017-11-09,Standard Class,OFF-PA-10003172,2
3133,JF-15565,CA-2017-167941,2017-11-06,2017-11-09,Second Class,FUR-FU-10004671,2
3134,JF-15565,CA-2017-167941,2017-11-06,2017-11-09,Second Class,OFF-AP-10002118,3
3135,JF-15565,CA-2017-167941,2017-11-06,2017-11-09,Second Class,OFF-BI-10002827,8
3136,JF-15565,CA-2017-167941,2017-11-06,2017-11-09,Second Class,OFF-PA-10001800,6
3137,JF-15565,CA-2017-167941,2017-11-06,2017-11-09,Second Class,OFF-ST-10000736,4
3138,LC-17050,US-2017-119319,2017-11-06,2017-11-09,Second Class,FUR-FU-10003878,5
3139,HG-14965,US-2017-122672,2017-11-04,2017-11-09,Standard Class,OFF-ST-10002344,3
3140,HG-14965,US-2017-122672,2017-11-04,2017-11-09,Standard Class,TEC-AC-10002323,4
3167,KM-16375,CA-2017-135937,2017-02-20,2017-02-27,Standard Class,OFF-EN-10004846,5
3168,KM-16375,CA-2017-135937,2017-02-20,2017-02-27,Standard Class,TEC-PH-10004447,3
3169,KM-16375,CA-2017-135937,2017-02-20,2017-02-27,Standard Class,FUR-FU-10002253,2
3170,KM-16375,CA-2017-135937,2017-02-20,2017-02-27,Standard Class,FUR-TA-10001039,9
3171,KM-16375,CA-2017-135937,2017-02-20,2017-02-27,Standard Class,TEC-AC-10001114,1
3172,KM-16375,CA-2017-135937,2017-02-20,2017-02-27,Standard Class,OFF-ST-10000563,2
3173,CD-12280,CA-2017-102925,2017-11-05,2017-11-10,Second Class,OFF-PA-10001870,2
3174,CD-12280,CA-2017-102925,2017-11-05,2017-11-10,Second Class,OFF-BI-10002735,6
3175,CD-12280,CA-2017-102925,2017-11-05,2017-11-10,Second Class,OFF-PA-10004071,2
3176,CD-12280,CA-2017-102925,2017-11-05,2017-11-10,Second Class,OFF-BI-10002706,1
3177,CD-12280,CA-2017-102925,2017-11-05,2017-11-10,Second Class,FUR-TA-10003469,2
