Customer_ID,Order_ID,Order_Date,Ship_Date,Ship_Mode,Product_ID,Product_Name,Quantity
VD-21670,CA-2016-113747,2016-05-28,2016-06-04,Standard Class,OFF-AR-10003373,"Boston School Pro Electric Pencil Sharpener, 1670",6
BP-11290,CA-2016-150483,2016-05-31,2016-06-04,Standard Class,OFF-PA-10001846,Xerox 1899,4
BP-11290,CA-2016-150483,2016-05-31,2016-06-04,Standard Class,OFF-PA-10004621,Xerox 212,2
BP-11290,CA-2016-150483,2016-05-31,2016-06-04,Standard Class,FUR-CH-10000422,Global Highback Leather Tilter in Burgundy,3
BP-11290,CA-2016-150483,2016-05-31,2016-06-04,Standard Class,FUR-FU-10001379,"Executive Impressions 16-1/2"" Circular Wall Clock",3
EM-14140,CA-2016-152730,2016-05-30,2016-06-04,Standard Class,OFF-PA-10000994,Xerox 1915,6
EM-14140,CA-2016-152730,2016-05-30,2016-06-04,Standard Class,OFF-ST-10000876,Eldon Simplefile Box Office,4
EM-14140,CA-2016-152730,2016-05-30,2016-06-04,Standard Class,TEC-PH-10000441,VTech DS6151,1
EM-14140,CA-2016-152730,2016-05-30,2016-06-04,Standard Class,OFF-PA-10004888,Xerox 217,7
EM-14140,CA-2016-152730,2016-05-30,2016-06-04,Standard Class,OFF-AR-10003732,Newell 333,2
EM-14140,CA-2016-152730,2016-05-30,2016-06-04,Standard Class,OFF-AR-10000940,Newell 343,5
EM-14140,CA-2016-152730,2016-05-30,2016-06-04,Standard Class,OFF-AP-10002684,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",3
EM-14140,CA-2016-152730,2016-05-30,2016-06-04,Standard Class,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",5
JM-16195,CA-2016-158547,2016-05-30,2016-06-04,Standard Class,OFF-AP-10003842,Euro-Pro Shark Turbo Vacuum,5
EN-13780,CA-2016-165848,2016-06-04,2016-06-04,Same Day,TEC-MA-10003356,Panasonic KX MC6040 Color Laser Multifunction Printer,3
EN-13780,CA-2016-165848,2016-06-04,2016-06-04,Same Day,OFF-PA-10000349,Easy-staple paper,3
EN-13780,CA-2016-165848,2016-06-04,2016-06-04,Same Day,FUR-BO-10000362,Sauder Inglewood Library Bookcases,1
EN-13780,CA-2016-165848,2016-06-04,2016-06-04,Same Day,FUR-FU-10003878,"Linden 10"" Round Wall Clock, Black",4
MY-17380,US-2016-105578,2016-05-30,2016-06-04,Standard Class,OFF-PA-10000357,Xerox 1888,1
MY-17380,US-2016-105578,2016-05-30,2016-06-04,Standard Class,OFF-PA-10000357,"White Dual Perf Computer Printout Paper, 2700 Sheets, 1 Part, Heavyweight, 20 lbs., 14 7/8 x 11",1
MY-17380,US-2016-105578,2016-05-30,2016-06-04,Standard Class,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,2
MY-17380,US-2016-105578,2016-05-30,2016-06-04,Standard Class,OFF-BI-10001658,GBC Standard Therm-A-Bind Covers,2
MY-17380,US-2016-105578,2016-05-30,2016-06-04,Standard Class,OFF-BI-10000831,Storex Flexible Poly Binders with Double Pockets,3
MY-17380,US-2016-105578,2016-05-30,2016-06-04,Standard Class,OFF-BI-10001670,Vinyl Sectional Post Binders,2
DJ-13510,US-2017-118535,2017-02-11,2017-02-15,Standard Class,OFF-LA-10001297,Avery 473,2
JC-16105,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),5
JC-16105,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,OFF-PA-10003739,Xerox 1969,2
JC-16105,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,3
JC-16105,CA-2017-139913,2017-10-23,2017-10-29,Standard Class,FUR-FU-10000771,"Eldon 200 Class Desk Accessories, Smoke",11
JM-15655,CA-2017-151225,2017-10-27,2017-10-29,First Class,FUR-TA-10001539,Chromcraft Rectangular Conference Tables,1
JM-15655,CA-2017-151225,2017-10-27,2017-10-29,First Class,TEC-PH-10004100,Griffin GC17055 Auxiliary Audio Cable,5
LC-16885,CA-2014-110100,2014-04-25,2014-04-29,Standard Class,TEC-PH-10004531,OtterBox Commuter Series Case - iPhone 5 & 5s,3
LC-16885,CA-2014-110100,2014-04-25,2014-04-29,Standard Class,TEC-PH-10004531,AT&T CL2909,3
DA-13450,US-2014-157406,2014-04-25,2014-04-29,Standard Class,OFF-PA-10003543,Xerox 1985,2
DA-13450,US-2014-157406,2014-04-25,2014-04-29,Standard Class,OFF-AR-10002221,12 Colored Short Pencils,3
BG-11695,CA-2015-108588,2015-01-05,2015-01-10,Standard Class,OFF-BI-10004506,Wilson Jones data.warehouse D-Ring Binders with DublLock,2
BG-11695,CA-2015-108588,2015-01-05,2015-01-10,Standard Class,OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",2
BG-11695,CA-2015-108588,2015-01-05,2015-01-10,Standard Class,OFF-AR-10001615,Newell 34,3
CS-12250,CA-2015-149811,2015-01-04,2015-01-10,Standard Class,OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",3
CS-12250,CA-2015-149811,2015-01-04,2015-01-10,Standard Class,OFF-PA-10004082,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",5
SR-20740,CA-2015-154970,2015-01-05,2015-01-10,Standard Class,FUR-CH-10003396,Global Deluxe Steno Chair,1
JL-15175,CA-2015-158701,2015-01-05,2015-01-10,Standard Class,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,6
JL-15175,CA-2015-158701,2015-01-05,2015-01-10,Standard Class,OFF-BI-10001294,Fellowes Binding Cases,6
KH-16630,CA-2015-109575,2015-09-18,2015-09-23,Standard Class,OFF-ST-10004950,Acco Perma 3000 Stacking Storage Drawers,2
KH-16630,CA-2015-109575,2015-09-18,2015-09-23,Standard Class,OFF-ST-10004950,"Tenex Personal Filing Tote With Secure Closure Lid, Black/Frost",2
KH-16630,CA-2015-109575,2015-09-18,2015-09-23,Standard Class,TEC-PH-10000730,Samsung Galaxy S4 Active,1
KH-16630,CA-2015-109575,2015-09-18,2015-09-23,Standard Class,OFF-ST-10004123,Safco Industrial Wire Shelving System,7
KH-16630,CA-2015-109575,2015-09-18,2015-09-23,Standard Class,OFF-BI-10000962,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",4
KH-16630,CA-2015-109575,2015-09-18,2015-09-23,Standard Class,TEC-PH-10000895,Polycom VVX 310 VoIP phone,7
DB-13405,CA-2015-141145,2015-09-17,2015-09-23,Standard Class,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,3
JR-16210,CA-2015-142202,2015-09-18,2015-09-23,Second Class,TEC-AC-10003198,Enermax Acrylux Wireless Keyboard,9
FC-14245,CA-2015-149517,2015-09-19,2015-09-23,Standard Class,FUR-FU-10003464,"Seth Thomas 8 1/2"" Cubicle Clock",3
CD-12790,CA-2015-149972,2015-09-21,2015-09-23,First Class,OFF-FA-10002763,Advantus Map Pennant Flags and Round Head Tacks,2
CD-12790,CA-2015-149972,2015-09-21,2015-09-23,First Class,FUR-CH-10004997,Hon Every-Day Series Multi-Task Chairs,4
GB-14530,CA-2015-167745,2015-09-18,2015-09-23,Standard Class,OFF-SU-10004782,"Elite 5"" Scissors",2
GB-14530,CA-2015-167745,2015-09-18,2015-09-23,Standard Class,FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,2
GB-14530,CA-2015-167745,2015-09-18,2015-09-23,Standard Class,OFF-AR-10003602,"Quartet Omega Colored Chalk, 12/Pack",2
PF-19120,US-2015-126977,2015-09-17,2015-09-23,Standard Class,OFF-ST-10003058,Eldon Mobile Mega Data Cart Mega Stackable Add-On Trays,4
PF-19120,US-2015-126977,2015-09-17,2015-09-23,Standard Class,FUR-BO-10004834,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",6
PF-19120,US-2015-126977,2015-09-17,2015-09-23,Standard Class,TEC-PH-10000169,ARKON Windshield Dashboard Air Vent Car Mount Holder,4
PF-19120,US-2015-126977,2015-09-17,2015-09-23,Standard Class,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",2
PF-19120,US-2015-126977,2015-09-17,2015-09-23,Standard Class,OFF-LA-10002762,Avery 485,7
PF-19120,US-2015-126977,2015-09-17,2015-09-23,Standard Class,FUR-BO-10002213,DMI Eclipse Executive Suite Bookcases,5
PF-19120,US-2015-126977,2015-09-17,2015-09-23,Standard Class,FUR-BO-10002213,"Sauder Forest Hills Library, Woodland Oak Finish",5
PF-19120,US-2015-126977,2015-09-17,2015-09-23,Standard Class,TEC-PH-10002170,ClearSounds CSC500 Amplified Spirit Phone Corded phone,3
PF-19120,US-2015-126977,2015-09-17,2015-09-23,Standard Class,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,2
PF-19120,US-2015-126977,2015-09-17,2015-09-23,Standard Class,TEC-AC-10003033,Plantronics CS510 - Over-the-Head monaural Wireless Headset System,2
PF-19120,US-2015-126977,2015-09-17,2015-09-23,Standard Class,OFF-ST-10000617,Woodgrain Magazine Files by Perma,5
KC-16255,US-2016-128293,2016-06-02,2016-06-05,First Class,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,1
MA-17560,CA-2017-110373,2017-10-27,2017-10-30,Second Class,OFF-AR-10003045,Prang Colored Pencils,3
MA-17560,CA-2017-110373,2017-10-27,2017-10-30,Second Class,TEC-PH-10001536,Spigen Samsung Galaxy S5 Case Wallet,2
SC-20440,CA-2017-115119,2017-10-26,2017-10-30,Standard Class,OFF-BI-10003007,"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""",7
SC-20440,CA-2017-115119,2017-10-26,2017-10-30,Standard Class,TEC-PH-10001433,Cisco Small Business SPA 502G VoIP phone,1
JM-15250,CA-2017-139353,2017-10-28,2017-10-30,Second Class,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",2
JM-15250,CA-2017-139353,2017-10-28,2017-10-30,Second Class,FUR-FU-10001876,"Computer Room Manger, 14""",3
JM-15250,CA-2017-139353,2017-10-28,2017-10-30,Second Class,OFF-PA-10000300,Xerox 1936,3
CS-11950,CA-2017-144365,2017-10-24,2017-10-30,Standard Class,OFF-FA-10000735,Staples,4
RA-19945,CA-2017-152583,2017-10-30,2017-10-30,Same Day,OFF-ST-10002214,X-Rack File for Hanging Folders,6
RA-19945,CA-2017-152583,2017-10-30,2017-10-30,Same Day,FUR-FU-10003849,"DAX Metal Frame, Desktop, Stepped-Edge",2
RA-19945,CA-2017-152583,2017-10-30,2017-10-30,Same Day,FUR-TA-10002041,"Bevis Round Conference Table Top, X-Base",2
MH-17290,CA-2014-116785,2014-04-26,2014-04-30,Standard Class,OFF-AR-10003504,Newell 347,5
MH-17290,CA-2014-116785,2014-04-26,2014-04-30,Standard Class,OFF-LA-10000305,Avery 495,2
AI-10855,CA-2014-131387,2014-04-28,2014-04-30,First Class,TEC-PH-10001459,Samsung Galaxy Mega 6.3,5
BT-11305,CA-2014-166954,2014-04-25,2014-04-30,Standard Class,FUR-CH-10003973,GuestStacker Chair with Chrome Finish Legs,5
BT-11305,CA-2014-166954,2014-04-25,2014-04-30,Standard Class,OFF-AP-10001391,Kensington 6 Outlet MasterPiece HOMEOFFICE Power Control Center,3
BT-11305,CA-2014-166954,2014-04-25,2014-04-30,Standard Class,FUR-FU-10003708,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",5
MB-17305,CA-2015-113131,2015-09-24,2015-09-24,Same Day,OFF-ST-10001172,"Tennsco Lockers, Sand",2
MB-17305,CA-2015-113131,2015-09-24,2015-09-24,Same Day,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,6
MB-17305,CA-2015-113131,2015-09-24,2015-09-24,Same Day,OFF-EN-10003068,#6 3/4 Gummed Flap White Envelopes,2
MB-17305,CA-2015-113131,2015-09-24,2015-09-24,Same Day,OFF-AR-10003504,Newell 347,5
MB-17305,CA-2015-113131,2015-09-24,2015-09-24,Same Day,OFF-LA-10003510,"Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White",1
TC-21535,CA-2015-115847,2015-09-19,2015-09-24,Second Class,FUR-BO-10003433,Sauder Cornerstone Collection Library,2
SV-20815,CA-2015-126697,2015-09-21,2015-09-24,First Class,TEC-PH-10002922,ShoreTel ShorePhone IP 230 VoIP phone,7
SV-20815,CA-2015-126697,2015-09-21,2015-09-24,First Class,FUR-FU-10001706,Longer-Life Soft White Bulbs,4
SV-20815,CA-2015-126697,2015-09-21,2015-09-24,First Class,TEC-AC-10004353,Hypercom P1300 Pinpad,3
TP-21130,CA-2015-126970,2015-09-20,2015-09-24,Standard Class,OFF-BI-10000138,Acco Translucent Poly Ring Binders,3
MH-17290,CA-2015-137603,2015-09-19,2015-09-24,Standard Class,OFF-AR-10001972,Newell 323,5
BG-11035,CA-2015-141565,2015-09-20,2015-09-24,Standard Class,OFF-BI-10000545,GBC Ibimaster 500 Manual ProClick Binding System,6
BG-11035,CA-2015-141565,2015-09-20,2015-09-24,Standard Class,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",4
AB-10060,CA-2015-150511,2015-09-18,2015-09-24,Standard Class,OFF-PA-10001776,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",2
KD-16270,CA-2016-119823,2016-06-04,2016-06-06,First Class,OFF-PA-10000482,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",2
JG-15310,CA-2016-129728,2016-05-30,2016-06-06,Standard Class,FUR-FU-10003247,36X48 HARDFLOOR CHAIRMAT,8
CP-12340,CA-2016-164889,2016-06-03,2016-06-06,Second Class,FUR-TA-10001676,Hon 61000 Series Interactive Training Tables,2
NM-18520,CA-2016-168844,2016-05-31,2016-06-06,Standard Class,OFF-BI-10002609,Avery Hidden Tab Dividers for Binding Systems,3
NM-18520,CA-2016-168844,2016-05-31,2016-06-06,Standard Class,TEC-PH-10003215,Jackery Bar Premium Fast-charging Portable Charger,6
EH-13765,US-2016-119046,2016-06-02,2016-06-06,Standard Class,OFF-BI-10000138,Acco Translucent Poly Ring Binders,3
EH-13765,US-2016-119046,2016-06-02,2016-06-06,Standard Class,OFF-PA-10000246,Riverleaf Stik-Withit Designer Note Cubes,3
EH-13765,US-2016-119046,2016-06-02,2016-06-06,Standard Class,OFF-BI-10001078,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",12
JP-15460,CA-2017-104906,2017-02-13,2017-02-17,Standard Class,OFF-PA-10001184,Xerox 1903,3
MH-17455,CA-2017-154809,2017-02-13,2017-02-17,Standard Class,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",8
BF-11215,CA-2017-102729,2017-10-26,2017-10-31,Standard Class,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",2
GB-14530,CA-2017-160983,2017-10-29,2017-10-31,Second Class,OFF-PA-10002250,Things To Do Today Pad,8
JF-15190,US-2017-110646,2017-10-26,2017-10-31,Standard Class,OFF-BI-10004330,"GBC Velobind Prepunched Cover Sets, Regency Series",3
JF-15190,US-2017-110646,2017-10-26,2017-10-31,Standard Class,TEC-PH-10002807,Motorla HX550 Universal Bluetooth Headset,5
JF-15190,US-2017-110646,2017-10-26,2017-10-31,Standard Class,OFF-LA-10001404,Avery 517,5
HG-14845,CA-2014-142727,2014-04-29,2014-05-01,Second Class,FUR-CH-10002304,"Global Stack Chair without Arms, Black",2
HG-14845,CA-2014-142727,2014-04-29,2014-05-01,Second Class,OFF-BI-10000136,Avery Non-Stick Heavy Duty View Round Locking Ring Binders,3
SP-20620,CA-2015-149636,2015-01-06,2015-01-12,Standard Class,OFF-PA-10004041,"It's Hot Message Books with Stickers, 2 3/4"" x 5""",5
SP-20620,CA-2015-149636,2015-01-06,2015-01-12,Standard Class,OFF-BI-10002764,Recycled Pressboard Report Cover with Reinforced Top Hinge,2
CS-11950,CA-2015-151869,2015-09-25,2015-09-25,Same Day,FUR-CH-10001545,Hon Comfortask Task/Swivel Chairs,1
CS-11950,CA-2015-151869,2015-09-25,2015-09-25,Same Day,OFF-PA-10002947,Xerox 1923,3
BM-11785,CA-2015-160787,2015-09-25,2015-09-25,Same Day,OFF-BI-10003712,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue",2
FO-14305,US-2015-115343,2015-09-22,2015-09-25,First Class,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,3
FO-14305,US-2015-115343,2015-09-22,2015-09-25,First Class,TEC-AC-10003832,Logitech P710e Mobile Speakerphone,3
FO-14305,US-2015-115343,2015-09-22,2015-09-25,First Class,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",5
CK-12205,CA-2016-110982,2016-06-05,2016-06-07,First Class,OFF-BI-10000829,Avery Non-Stick Binders,6
CK-12205,CA-2016-110982,2016-06-05,2016-06-07,First Class,OFF-AP-10004859,Acco 6 Outlet Guardian Premium Surge Suppressor,4
DB-13060,CA-2016-127369,2016-06-06,2016-06-07,First Class,OFF-ST-10003306,Letter Size Cart,5
CK-12595,US-2016-167472,2016-06-06,2016-06-07,First Class,TEC-AC-10001109,Logitech Trackman Marble Mouse,6
CK-12595,US-2016-167472,2016-06-06,2016-06-07,First Class,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,3
CK-12595,US-2016-167472,2016-06-06,2016-06-07,First Class,OFF-BI-10001721,Trimflex Flexible Post Binders,3
CK-12595,US-2016-167472,2016-06-06,2016-06-07,First Class,OFF-PA-10001534,Xerox 230,2
CK-12595,US-2016-167472,2016-06-06,2016-06-07,First Class,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,3
CK-12595,US-2016-167472,2016-06-06,2016-06-07,First Class,OFF-PA-10000157,Xerox 191,3
CK-12595,US-2016-167472,2016-06-06,2016-06-07,First Class,OFF-BI-10000591,Avery Binder Labels,3
KH-16510,CA-2017-111262,2017-10-28,2017-11-01,Second Class,OFF-PA-10001937,Xerox 21,3
KH-16510,CA-2017-111262,2017-10-28,2017-11-01,Second Class,TEC-AC-10002167,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,2
KH-16510,CA-2017-111262,2017-10-28,2017-11-01,Second Class,TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,2
TW-21025,CA-2017-134880,2017-10-27,2017-11-01,Standard Class,OFF-PA-10004039,Xerox 1882,1
RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,FUR-CH-10000553,"Metal Folding Chairs, Beige, 4/Carton",1
RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,OFF-LA-10001982,Smead Alpha-Z Color-Coded Name Labels First Letter Starter Set,8
RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,OFF-SU-10002573,"Acme 10"" Easy Grip Assistive Scissors",2
RD-19810,CA-2017-155292,2017-10-30,2017-11-01,First Class,OFF-ST-10004963,Eldon Gobal File Keepers,7
SA-20830,CA-2017-160661,2017-10-28,2017-11-01,Standard Class,OFF-LA-10002475,Avery 519,3
OT-18730,CA-2017-162173,2017-10-26,2017-11-01,Standard Class,OFF-EN-10002831,"Tyvek Top-Opening Peel & Seel Envelopes, Gray",7
OT-18730,CA-2017-162173,2017-10-26,2017-11-01,Standard Class,FUR-TA-10001520,"Lesro Sheffield Collection Coffee Table, End Table, Center Table, Corner Table",5
AR-10510,CA-2014-115056,2014-05-02,2014-05-02,Same Day,OFF-AP-10003971,Belkin 6 Outlet Metallic Surge Strip,3
TM-21010,CA-2014-156006,2014-04-30,2014-05-02,Second Class,TEC-AC-10002550,"Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack",3
TM-21010,CA-2014-156006,2014-04-30,2014-05-02,Second Class,TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,3
JM-16195,CA-2014-160094,2014-04-30,2014-05-02,First Class,OFF-ST-10000585,Economy Rollaway Files,5
JM-16195,CA-2014-160094,2014-04-30,2014-05-02,First Class,OFF-AR-10004010,Hunt Boston Vacuum Mount KS Pencil Sharpener,5
CC-12685,CA-2015-119480,2015-01-09,2015-01-13,Standard Class,OFF-AR-10004691,Boston 1730 StandUp Electric Pencil Sharpener,2
CC-12685,CA-2015-119480,2015-01-09,2015-01-13,Standard Class,OFF-PA-10000474,Easy-staple paper,3
CC-12685,CA-2015-119480,2015-01-09,2015-01-13,Standard Class,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,3
CC-12685,CA-2015-119480,2015-01-09,2015-01-13,Standard Class,OFF-PA-10004996,"Speediset Carbonless Redi-Letter 7"" x 8 1/2""",5
SJ-20125,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,OFF-BI-10000042,"Pressboard Data Binder, Crimson, 12"" X 8 1/2""",2
SJ-20125,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,OFF-LA-10003714,Avery 510,4
SJ-20125,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,OFF-ST-10002289,"Safco Wire Cube Shelving System, For Use as 4 or 5 14"" Cubes, Black",1
SJ-20125,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,OFF-AR-10001315,Newell 310,2
SJ-20125,CA-2015-102260,2015-09-22,2015-09-26,Standard Class,OFF-ST-10003716,Tennsco Double-Tier Lockers,4
TH-21550,CA-2015-117800,2015-09-21,2015-09-26,Standard Class,TEC-PH-10002415,Polycom VoiceStation 500 Conference phone,2
TH-21550,CA-2015-117800,2015-09-21,2015-09-26,Standard Class,FUR-CH-10000785,Global Ergonomic Managers Chair,3
MG-17875,CA-2015-134992,2015-09-22,2015-09-26,Second Class,FUR-FU-10002554,"Westinghouse Floor Lamp with Metal Mesh Shade, Black",2
MG-17875,CA-2015-134992,2015-09-22,2015-09-26,Second Class,OFF-PA-10001972,Xerox 214,5
NH-18610,CA-2015-147102,2015-09-19,2015-09-26,Standard Class,TEC-AC-10000682,Kensington K72356US Mouse-in-a-Box USB Desktop Mouse,4
CM-11935,CA-2015-147816,2015-09-24,2015-09-26,Second Class,TEC-PH-10003095,Samsung HM1900 Bluetooth Headset,2
AM-10705,CA-2015-151470,2015-09-20,2015-09-26,Standard Class,OFF-BI-10004040,Wilson Jones Impact Binders,11
TC-20980,CA-2015-156013,2015-09-20,2015-09-26,Standard Class,OFF-BI-10002437,Recycled Premium Regency Composition Covers,2
TC-20980,CA-2015-156013,2015-09-20,2015-09-26,Standard Class,OFF-PA-10001970,Xerox 1881,5
TC-20980,CA-2015-156013,2015-09-20,2015-09-26,Standard Class,OFF-PA-10001970,Xerox 1908,5
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-PA-10001801,Xerox 193,4
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,TEC-PH-10000369,HTC One Mini,5
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-EN-10001453,"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box",2
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,TEC-PH-10002538,Grandstream GXP1160 VoIP phone,3
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,7
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,2
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-ST-10004186,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",8
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,FUR-CH-10000309,Global Comet Stacking Arm Chair,4
GB-14575,CA-2015-158421,2015-09-21,2015-09-26,Standard Class,OFF-BI-10000050,"Angle-D Binders with Locking Rings, Label Holders",2
ME-17725,CA-2015-161830,2015-09-24,2015-09-26,Second Class,OFF-AR-10004042,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",2
ME-17725,CA-2015-161830,2015-09-24,2015-09-26,Second Class,OFF-BI-10001097,Avery Hole Reinforcements,3
MM-18280,CA-2015-168760,2015-09-22,2015-09-26,Second Class,OFF-AP-10004532,Kensington 6 Outlet Guardian Standard Surge Protector,3
FH-14350,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",1
FH-14350,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,FUR-FU-10004017,"Executive Impressions 13"" Chairman Wall Clock",1
FH-14350,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,OFF-AR-10001547,Newell 311,3
FH-14350,CA-2017-104801,2017-02-13,2017-02-19,Standard Class,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,4
CR-12820,CA-2017-159149,2017-02-17,2017-02-19,First Class,OFF-AR-10000937,"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set",6
CR-12820,CA-2017-159149,2017-02-17,2017-02-19,First Class,TEC-PH-10000038,Jawbone MINI JAMBOX Wireless Bluetooth Speaker,4
CR-12820,CA-2017-159149,2017-02-17,2017-02-19,First Class,FUR-BO-10001601,"Sauder Mission Library with Doors, Fruitwood Finish",1
NB-18655,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,OFF-PA-10001685,Easy-staple paper,7
NB-18655,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,OFF-AR-10001662,Rogers Handheld Barrel Pencil Sharpener,3
NB-18655,CA-2017-110310,2017-10-27,2017-11-02,Standard Class,OFF-BI-10001097,Avery Hole Reinforcements,3
LO-17170,CA-2017-118367,2017-10-28,2017-11-02,Second Class,OFF-EN-10004386,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",2
JK-15625,CA-2017-142622,2017-10-30,2017-11-02,First Class,FUR-BO-10004467,Bestar Classic Bookcase,2
JK-15625,CA-2017-142622,2017-10-30,2017-11-02,First Class,FUR-CH-10004289,Global Super Steno Chair,8
JK-15625,CA-2017-142622,2017-10-30,2017-11-02,First Class,FUR-CH-10003833,Novimex Fabric Task Chair,2
PG-18895,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,OFF-LA-10000134,Avery 511,2
PG-18895,CA-2017-155558,2017-10-26,2017-11-02,Standard Class,TEC-AC-10001998,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,1
LA-16780,CA-2014-107811,2014-04-29,2014-05-03,Standard Class,OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,5
LA-16780,CA-2014-107811,2014-04-29,2014-05-03,Standard Class,FUR-CH-10001394,Global Leather Executive Chair,2
MY-18295,CA-2014-118976,2014-04-28,2014-05-03,Standard Class,OFF-LA-10000452,Avery 488,1
MY-18295,CA-2014-118976,2014-04-28,2014-05-03,Standard Class,OFF-BI-10001628,"Acco Data Flex Cable Posts For Top & Bottom Load Binders, 6"" Capacity",2
MY-18295,CA-2014-118976,2014-04-28,2014-05-03,Standard Class,OFF-AR-10004752,Blackstonian Pencils,2
